01 none
00 water.r8
01 broad.r8
02 needle.r8
03 trop.r8
04 crops.r8
05 prarie.r8
06 arid.r8
0D arid1.r8
0E arid2.r8
07 desert.r8
08 tundra.r8
09 ice.r8
0A swamp.r8
80 farm.r8
84 lake.r8
81 city.r8
82 medcity.r8
83 burb.r8
85 burb2.r8
86 burb3.r8
8A hirise.r8
8B medrise.r8
8C urban.r8
8D urbburb.r8
8E medrise.r8
8F burb.r8
